User,Sequence,Left_WristMid,Left_PalmWidth,Left_MiddleBone,Right_WristMid,Right_PalmWidth,Right_MiddleBone
User3 (user3),P3_S2_R6,92.1526921291039,55.291842626178756,63.50770992317038,91.86852957025609,55.989115384368624,63.24859402768521
User3 (user3),P3_S2_R7,91.80753245077531,55.45790265880404,63.43306463257894,92.1683971360848,56.228212235340145,63.822185061608806
User3 (user3),P3_S2_R8,93.26747151857549,56.413738170957544,64.39475019487568,93.66596751975979,57.272854150863694,64.83495451105834
User3 (user3),P3_S3_R1,90.73260668701046,54.94474724060264,62.64043561895333,92.99789248085142,56.62689196543574,63.93491001792836
User3 (user3),P3_S3_R2,91.75749964000603,55.474663177098236,63.22543693656446,92.68478837445281,56.61162717140547,63.71810637542119
User3 (user3),P3_S3_R3,92.53362802015016,56.02219860232079,63.71744697173464,92.95030220646048,56.64460060951571,63.88729344326081
User3 (user3),P3_S3_R4,93.07420975810348,56.68448786109742,64.19985819527619,93.0279607899885,57.01198533641644,64.241496463283
User3 (user3),P3_S3_R5,91.44087608487749,55.41070379554492,62.982956655063006,93.06023817594415,56.800836195466616,64.22660907536931
User3 (user3),P3_S4_R1,90.28233270267583,54.96426573093443,62.26764913349686,92.56602205799834,56.29933756887608,63.74600352469203
User3 (user3),P3_S4_R2,89.67119718368994,54.181576773286814,61.79201020985223,91.87238774640159,55.88203595333541,63.24442360984149
User3 (user3),P3_S4_R3,89.97815962273003,54.784687824195316,62.0601591928696,92.58801021573382,56.520145339624094,63.76021246699298
User3 (user3),P3_S4_R4,91.88232666251227,56.127093548142945,63.41680610412043,91.90825735783736,56.258426543160965,63.583302699681276
User3 (user3),P3_S4_R5,91.74014708539609,55.83874328582222,63.38012750138203,92.4114391001888,56.59083150645898,63.995191284815085
User3 (user3),P3_S5_R2,90.35883848824523,55.027445450790054,62.37816546792508,93.13872752113092,56.719515755095244,64.16091129812536
User3 (user3),P3_S5_R3,90.3284946717638,54.5995739086339,62.262923686838036,92.65977710306633,56.136883182057566,63.84407725002677
User3 (user3),P3_S5_R4,92.26243353477977,55.98673376109877,63.60330348696466,93.6115443816475,56.92226149014012,64.43258716312602
User3 (user3),P3_S5_R5,90.54557261828316,55.52377900208364,62.5596350448764,92.36120523964144,56.54685348675792,63.83319891598425
User3 (user3),P3_S5_R6,89.75620688956766,54.76014447531641,61.912379847894925,92.34425358853994,56.271083574354996,63.718226567803775
User3 (user3),P3_S6_R1,91.21585744898638,55.83646965458878,62.89209617877934,92.43533151865932,56.499386234154166,63.765647487277846
User3 (user3),P3_S6_R2,92.37235693791722,56.41816152582475,63.669707152941825,91.9416952569556,56.215237912089535,63.37321268745601
User3 (user3),P3_S6_R3,91.61263885957517,55.867772438442344,63.06261575372196,92.32690619584855,56.371511460796846,63.59473589271309
User3 (user3),P3_S7_R1,91.40918231409435,55.98872963748044,63.05563763492675,92.9521995598155,56.794947541861454,64.1666119149937
User3 (user3),P3_S7_R2,90.3641728893601,54.88618247522569,62.44919907441336,91.44837822728557,55.792834035437515,63.403976786305364
User3 (user3),P3_S7_R3,91.9632338384677,56.00064158821542,63.396093452074176,93.65520647245039,56.95093120344312,64.67515028059647
User3 (user3),P3_S7_R4,86.74843593329,53.130830671549155,60.072053064147205,88.40380068963293,54.25673454449796,61.44595133858051
User3 (user3),P3_S7_R5,90.56353830199289,55.08770087853725,62.589845050639724,92.28829636745542,56.539380104402625,64.03774390347647
User3 (user3),P3_S8_R1,93.91105125727039,57.156357505301884,64.80393575962479,94.56929755942777,57.75224901518484,65.31823327285953
User3 (user3),P3_S8_R2,91.43929342241891,55.44022919694621,63.11152234340644,92.88285502340273,56.90538446112222,64.2384342875962
User3 (user3),P3_S8_R3,92.00061841007505,55.917301537932204,63.505504101117275,94.28633363307013,57.61442075868675,65.2201361875346
